event,n_events,signal,amplitude,consistency,lead_lag_ms,score
cold_to_hot,758,random_walk_index_high,2.0876587664965727,0.8641160949868074,0.0,1.8039795409699937
cold_to_hot,758,random_walk_index_low,1.5053951403186092,0.9617414248021108,0.0,1.4478008671401927
cold_to_hot,758,swing_index,0.8057816490617786,0.8218997361477572,0.0,0.6622717247565806
cold_to_hot,758,schaff_trend_cycle,0.8308326675740845,0.6701846965699209,410.435854,0.5568113392185158
cold_to_hot,758,linear_reg_slope,0.7818323997027272,0.6741424802110818,205.217927,0.5270664330449784
cold_to_hot,758,schaff_trend_cycle_signal,0.7194265516925931,0.6543535620052771,615.653781,0.47075932670122184
cold_to_hot,758,ichimoku_chikou,0.49477258487776965,0.9445910290237467,0.0,0.4673577450824315
cold_to_hot,758,interval_access_rate,0.49477258487776965,0.9445910290237467,0.0,0.4673577450824315
cold_to_hot,758,aroon_oscillator,0.6301207561837254,0.5448548812664907,205.217927,0.3433243697940351
cold_to_hot,758,system_quality_number,0.33083418596927494,0.895778364116095,-410.435854,0.29635410590123706
cold_to_hot,758,accum_swing_index,0.29270060294804384,0.941952506596306,0.0,0.27571006662916003
cold_to_hot,758,parabolic_sar_direction,0.618456891248465,0.4340369393139842,205.217927,0.2684331361751253
cold_to_hot,758,avg_directional_index,0.4435456766060364,0.5857519788918206,615.653781,0.2598077578008973
cold_to_hot,758,plus_directional_indicator,0.4007994907462673,0.6292875989445911,0.0,0.2522181491899334
cold_to_hot,758,aroon_up,0.45997281890256314,0.48812664907651715,205.217927,0.22452499075718782
cold_to_hot,758,range_action_verification_index,0.40378769853793817,0.525065963060686,615.653781,0.21201517680488044
cold_to_hot,758,parabolic_sar,0.19275277561017345,0.6424802110817942,205.217927,0.12383984396062596
cold_to_hot,758,supertrend_direction,0.4193145219218236,0.2717678100263852,205.217927,0.1139561893349547
cold_to_hot,758,aroon_down,0.14994414419105118,0.7150395778364116,-1026.089635,0.10721599756141126
cold_to_hot,758,minus_directional_indicator,0.15350263181469126,0.6846965699208444,-1026.089635,0.10510272547734138
cold_to_hot,758,supertrend,0.20712710738108503,0.5013192612137203,615.653781,0.10383680844962045
cold_to_hot,758,ichimoku_tenkan,0.19160645065045534,0.5408970976253298,410.435854,0.10363937304312228
cold_to_hot,758,ichimoku_senkou_a,0.18571963888867493,0.5065963060686016,410.435854,0.09408488302539733
cold_to_hot,758,recency_weighted_frequency,0.13808212988472807,0.658311345646438,615.653781,0.09090103273414156
cold_to_hot,758,linear_reg_intercept,0.137011293995509,0.6319261213720316,410.435854,0.08658101559874512
cold_to_hot,758,vertical_horizontal_filter,0.11929895144226133,0.6253298153034301,0.0,0.07460119127128215
cold_to_hot,758,ichimoku_kijun,0.17866429218116814,0.39841688654353563,410.435854,0.07118287102732557
cold_to_hot,758,triple_exp_rate_of_change,0.0983969034001834,0.6358839050131926,615.653781,0.06256900717531451
cold_to_hot,758,inter_access_variance_ms2,0.12301527579947091,0.47757255936675463,-1026.089635,0.05874872010476052
cold_to_hot,758,ichimoku_senkou_b,0.18260986458019712,0.32058047493403696,410.435854,0.05854115711475977
