event,n_events,signal,amplitude,consistency,lead_lag_ms,score
cold_to_hot,64679,ichimoku_chikou,2.5637524613877707,0.998422981184001,0.0,2.5597093755165985
cold_to_hot,64679,interval_access_rate,2.5637524613877707,0.998422981184001,0.0,2.5597093755165985
cold_to_hot,64679,random_walk_index_high,2.4957514630336344,0.9721238732818999,0.0,2.426179578993225
cold_to_hot,64679,parabolic_sar_direction,1.92243211488841,0.674732138715812,0.0,1.2971267324146185
cold_to_hot,64679,recency_weighted_frequency,1.2737555787485313,0.9846472579971861,185.830502,1.2541999379733602
cold_to_hot,64679,random_walk_index_low,1.1927132112810201,0.89747831599128,0.0,1.0704342443210417
cold_to_hot,64679,parabolic_sar,1.0920908461845225,0.9372748496420785,0.0,1.0235892836530887
cold_to_hot,64679,supertrend_direction,1.6128886043345565,0.633899720156465,0.0,1.0224096349312268
cold_to_hot,64679,swing_index,1.1557188711856377,0.883238763740936,0.0,1.0207757070180727
cold_to_hot,64679,system_quality_number,1.0713714872584592,0.919649345227972,0.0,0.9852860867531607
cold_to_hot,64679,schaff_trend_cycle,1.0232387458214771,0.8756010451614898,185.830502,0.8959489152910174
cold_to_hot,64679,plus_directional_indicator,0.9165859614640901,0.9072496482629602,0.0,0.8315722911410629
cold_to_hot,64679,schaff_trend_cycle_signal,0.9317263822326403,0.823636729077444,185.830502,0.7674040698572522
cold_to_hot,64679,linear_reg_intercept,0.6457944694764157,0.8213021227910141,185.830502,0.530392368667677
cold_to_hot,64679,range_action_verification_index,0.7036340342182061,0.7184248365002551,185.830502,0.5055081659892297
cold_to_hot,64679,linear_reg_slope,0.5422484091268129,0.9301009601261615,185.830502,0.5043457659557323
cold_to_hot,64679,ichimoku_tenkan,0.5793852005546356,0.7262635476738972,0.0,0.4207863512245621
cold_to_hot,64679,avg_directional_index,0.5572212439431035,0.7271757448321712,185.830502,0.4051977731006352
cold_to_hot,64679,supertrend,0.5297809441727416,0.6721192349912646,371.661004,0.35607596291033294
cold_to_hot,64679,minus_directional_indicator,0.44479479289521623,0.7971984724562841,0.0,0.3545897294525756
cold_to_hot,64679,heat_score,0.30902679242586867,0.999087802841726,0.0,0.3087448990639873
cold_to_hot,64679,ichimoku_senkou_a,0.43088182908427486,0.6876420476507058,0.0,0.2962924632469922
cold_to_hot,64679,aroon_oscillator,0.462155117346474,0.4562995717311647,0.0,0.21088118211856227
cold_to_hot,64679,aroon_up,0.4655417423371613,0.4510737642820699,0.0,0.20999366614645681
cold_to_hot,64679,gopalakrishnan_range_index,0.3104918920628919,0.5731535738029345,0.0,0.1779595375726815
cold_to_hot,64679,accum_swing_index,0.11990657377506678,0.9985466689342755,0.0,0.11973230982641488
cold_to_hot,64679,vertical_horizontal_filter,0.1516884244609555,0.6487422501893969,371.661004,0.09840668981248464
cold_to_hot,64679,inter_access_interval_ms,0.09667690777724297,0.8298520385287342,185.830502,0.08022752899759952
cold_to_hot,64679,ichimoku_kijun,0.18576728828901223,0.37664466055443035,0.0,0.06996825723973202
cold_to_hot,64679,ichimoku_senkou_b,0.10822842824445328,0.24955549714745126,185.830502,0.027008999216031792
cold_to_hot,64679,inter_access_variance_ms2,0.03980631824349501,0.41965707571236416,185.830502,0.01670500310894085
cold_to_hot,64679,aroon_down,0.015425205099087902,0.46353530512221897,0.0,0.007150127152178518
cold_to_hot,64679,triple_exp_rate_of_change,0.010144148932213793,0.5979993506393111,0.0,0.006066194474252309
cold_to_hot,64679,access_rate,0.0024314844623964096,0.7492540082561573,-929.15251,0.0018217994794630776
hot_to_cold,64732,ichimoku_chikou,1.4699765782819039,1.0,-929.15251,1.4699765782819039
hot_to_cold,64732,interval_access_rate,1.4699765782819039,1.0,-929.15251,1.4699765782819039
hot_to_cold,64732,random_walk_index_high,1.3666319817107948,0.9348235803003151,-929.15251,1.2775598020958
hot_to_cold,64732,swing_index,1.2646382116880626,0.8815423592658963,-371.661004,1.1148321527492986
hot_to_cold,64732,random_walk_index_low,1.1798158732317345,0.9206729283816351,-371.661004,1.0862245349593969
hot_to_cold,64732,recency_weighted_frequency,0.9566988884029288,0.9902521164184638,-185.830502,0.9473730990161919
hot_to_cold,64732,parabolic_sar_direction,1.0484620728469927,0.7249428412531669,-929.15251,0.7600750740358837
hot_to_cold,64732,parabolic_sar,0.901202250629696,0.7292529197305815,-371.661004,0.657204372539477
hot_to_cold,64732,schaff_trend_cycle,0.7142065258890588,0.860625347586974,-185.830502,0.6146642395921563
hot_to_cold,64732,schaff_trend_cycle_signal,0.7098161219317192,0.8011802508805537,-185.830502,0.5686906586483165
hot_to_cold,64732,supertrend_direction,0.9075012338149561,0.6166038435395168,-929.15251,0.5595687487871557
hot_to_cold,64732,system_quality_number,0.6102303768682371,0.8655997033924488,-929.15251,0.5282152332182083
