event,signal,t_ms,mean_z
cold_to_hot,heat_score,-1141.9004750000001,1.3835949401721235
cold_to_hot,heat_score,-913.52038,1.3906279376526722
cold_to_hot,heat_score,-685.1402850000001,1.3924007608982623
cold_to_hot,heat_score,-456.76019,1.360021270386432
cold_to_hot,heat_score,-228.380095,1.366504927398843
cold_to_hot,heat_score,0.0,1.6031705588958556
cold_to_hot,heat_score,228.380095,1.610646311471286
cold_to_hot,heat_score,456.76019,1.5872957449790792
cold_to_hot,heat_score,685.1402850000001,1.5651620263943256
cold_to_hot,heat_score,913.52038,1.548592716010137
cold_to_hot,heat_score,1141.9004750000001,1.5340837496782314
cold_to_hot,access_rate,-1141.9004750000001,-0.0028408012118803475
cold_to_hot,access_rate,-913.52038,-0.0031216525185452453
cold_to_hot,access_rate,-685.1402850000001,-0.0032110321862035573
cold_to_hot,access_rate,-456.76019,-0.0033313513110001876
cold_to_hot,access_rate,-228.380095,-0.003380301887584843
cold_to_hot,access_rate,0.0,-0.003016316769324885
cold_to_hot,access_rate,228.380095,-0.0026006677061379204
cold_to_hot,access_rate,456.76019,-0.0025624249056377096
cold_to_hot,access_rate,685.1402850000001,-0.0025682415627218827
cold_to_hot,access_rate,913.52038,-0.0025629743267871546
cold_to_hot,access_rate,1141.9004750000001,-0.0025666653562882334
cold_to_hot,interval_access_rate,-1141.9004750000001,1.0624203070714133
cold_to_hot,interval_access_rate,-913.52038,1.116891360402812
cold_to_hot,interval_access_rate,-685.1402850000001,0.9333468392483726
cold_to_hot,interval_access_rate,-456.76019,-0.11086516160602966
cold_to_hot,interval_access_rate,-228.380095,0.6787282477057155
cold_to_hot,interval_access_rate,0.0,5.601812600444466
cold_to_hot,interval_access_rate,228.380095,6.4045574987308145
cold_to_hot,interval_access_rate,456.76019,1.792680155779319
cold_to_hot,interval_access_rate,685.1402850000001,1.1152182358859377
cold_to_hot,interval_access_rate,913.52038,1.141954315383067
cold_to_hot,interval_access_rate,1141.9004750000001,1.0882185632451198
cold_to_hot,swing_index,-1141.9004750000001,-0.00035734807783346814
cold_to_hot,swing_index,-913.52038,0.013268547660690973
cold_to_hot,swing_index,-685.1402850000001,-0.030696883353608533
cold_to_hot,swing_index,-456.76019,-0.20334253832726928
cold_to_hot,swing_index,-228.380095,0.1449650251023032
cold_to_hot,swing_index,0.0,1.3913671438126747
cold_to_hot,swing_index,228.380095,0.11155080050178943
cold_to_hot,swing_index,456.76019,-0.9930052640425561
cold_to_hot,swing_index,685.1402850000001,-0.16069386692906196
cold_to_hot,swing_index,913.52038,-0.011819240506905028
