event,n_events,signal,amplitude,consistency,lead_lag_ms,score
cold_to_hot,8402,ichimoku_chikou,5.668453180166358,0.9973815758152821,0.0,5.653610765269469
cold_to_hot,8402,interval_access_rate,5.668453180166358,0.9973815758152821,0.0,5.653610765269469
cold_to_hot,8402,random_walk_index_high,4.789173064523947,0.9614377529159723,0.0,4.604491789481605
cold_to_hot,8402,recency_weighted_frequency,2.2166015322854853,0.9833373006427041,228.380095,2.1796669673580906
cold_to_hot,8402,random_walk_index_low,1.563307425016875,0.8590811711497263,0.0,1.3430079735505598
cold_to_hot,8402,swing_index,1.406599783211818,0.865151154487027,0.0,1.2169214263469061
cold_to_hot,8402,parabolic_sar,1.1232202896943564,0.9154963104022852,0.0,1.0283040309841691
cold_to_hot,8402,plus_directional_indicator,1.1154158255094773,0.8864556058081409,0.0,0.9887666113299912
cold_to_hot,8402,system_quality_number,1.062945361810259,0.9189478695548678,0.0,0.9767913756887656
cold_to_hot,8402,linear_reg_intercept,1.0284993794994328,0.7717210188050464,228.380095,0.7937145889876603
cold_to_hot,8402,parabolic_sar_direction,1.1548569767728294,0.6096167579147822,0.0,0.7040201660355192
cold_to_hot,8402,linear_reg_slope,0.740051695829061,0.8871697214948822,228.380095,0.6565514568804833
cold_to_hot,8402,supertrend_direction,1.0538766309066252,0.5784337062604142,0.0,0.6095977655565579
cold_to_hot,8402,supertrend,0.9631251046581559,0.6286598428945489,456.76019,0.6054780769821922
cold_to_hot,8402,schaff_trend_cycle,0.763740705320536,0.7862413711021186,228.380095,0.6004845393177173
cold_to_hot,8402,avg_directional_index,0.8104941684863054,0.6986431801951917,228.380095,0.5662462234009299
cold_to_hot,8402,ichimoku_tenkan,0.9624153663238442,0.5598666984051416,0.0,0.5388243136381056
cold_to_hot,8402,schaff_trend_cycle_signal,0.6252514183125005,0.7319685789097834,456.76019,0.45766439212352755
cold_to_hot,8402,range_action_verification_index,0.6201057152162964,0.6485360628421805,228.380095,0.4021609190923113
cold_to_hot,8402,ichimoku_senkou_a,0.6751375434229203,0.5437990954534635,0.0,0.3671391854200575
cold_to_hot,8402,minus_directional_indicator,0.3851074923633824,0.7786241371102118,0.0,0.2998539889361161
cold_to_hot,8402,aroon_oscillator,0.5647500201036928,0.4371578195667698,0.0,0.24688488738881975
cold_to_hot,8402,aroon_up,0.5659282305471227,0.4282313734825042,0.0,0.24234822345971763
cold_to_hot,8402,heat_score,0.23201634416961925,0.9988098071887646,0.0,0.23174019998469944
cold_to_hot,8402,gopalakrishnan_range_index,0.4432445073792519,0.4353725303499167,0.0,0.19297648274140722
cold_to_hot,8402,accum_swing_index,0.14665779069059193,0.9978576529397762,0.0,0.14634359880384704
cold_to_hot,8402,inter_access_variance_ms2,0.21147944280264053,0.6507974291835278,228.380095,0.13763027770112338
cold_to_hot,8402,ichimoku_kijun,0.37787425049232337,0.34206141394905976,0.0,0.12925620041834532
cold_to_hot,8402,vertical_horizontal_filter,0.2898547358545358,0.4297786241371102,0.0,0.1245733695751879
cold_to_hot,8402,ichimoku_senkou_b,0.22851115736500005,0.2506546060461795,0.0,0.05727737412648062
cold_to_hot,8402,inter_access_interval_ms,0.0412900567504173,0.7977862413711021,228.380095,0.03294063918091492
cold_to_hot,8402,aroon_down,0.05334948711508081,0.16519876219947632,-456.76019,0.00881326923538826
cold_to_hot,8402,triple_exp_rate_of_change,0.001696424441341301,0.5178528921685313,0.0,0.0008784983032939776
cold_to_hot,8402,access_rate,0.0006146029174051259,0.9985717686265175,-1141.9004750000001,0.0006137251222362541
hot_to_cold,8424,ichimoku_chikou,3.3205453615342364,1.0,-1141.9004750000001,3.3205453615342364
hot_to_cold,8424,interval_access_rate,3.3205453615342364,1.0,-1141.9004750000001,3.3205453615342364
hot_to_cold,8424,random_walk_index_high,2.6820067400325853,0.9998812915479582,-1141.9004750000001,2.6816883631641106
hot_to_cold,8424,recency_weighted_frequency,1.649969183137487,0.9874169040835707,-1141.9004750000001,1.6292074626469155
hot_to_cold,8424,random_walk_index_low,1.7498585148798969,0.9131054131054132,-456.76019,1.597805282105433
hot_to_cold,8424,swing_index,1.2795756106055538,0.8613485280151947,-456.76019,1.1021605686792377
hot_to_cold,8424,parabolic_sar,1.084503780441116,0.6872032288698955,-456.76019,0.7452744996407431
hot_to_cold,8424,supertrend,1.0083048279537414,0.6210826210826211,0.0,0.6262406053957711
hot_to_cold,8424,linear_reg_intercept,0.76192014757674,0.804724596391263,-913.52038,0.6131358832410636
hot_to_cold,8424,system_quality_number,0.6192256185467386,0.8670465337132004,-1141.9004750000001,0.5368974261473621
hot_to_cold,8424,linear_reg_slope,0.5762920457093286,0.9275878442545109,-1141.9004750000001,0.5345614963405382
hot_to_cold,8424,minus_directional_indicator,0.572674330006093,0.915360873694207,0.0,0.5242036750566219
hot_to_cold,8424,plus_directional_indicator,0.5967384498849051,0.8259734093067427,-1141.9004750000001,0.49289009191585587
hot_to_cold,8424,parabolic_sar_direction,0.6608764922778906,0.680318138651472,-1141.9004750000001,0.4496062651050084
hot_to_cold,8424,avg_directional_index,0.5545551138065359,0.7441832858499525,-1141.9004750000001,0.41269064677744227
hot_to_cold,8424,schaff_trend_cycle,0.5226778572486009,0.7824074074074074,-228.380095,0.4089470271991369
hot_to_cold,8424,supertrend_direction,0.5833511265778604,0.647673314339981,-1141.9004750000001,0.3778209575746446
hot_to_cold,8424,schaff_trend_cycle_signal,0.4719676066699302,0.7948717948717948,-228.380095,0.37515373863507273
hot_to_cold,8424,range_action_verification_index,0.43363075062399364,0.6917141500474834,-228.380095,0.299948526102328
